year,rank,song,singer,urls,top_predicted_genre,second_predicted_genre,third_predicted_genre
1995,44,I'm the Only One,Melissa Etheridge,https://www.youtube.com/watch?v=oCphbDRkZSo,Pop,Rock,Folk
1995,45,Every Little Thing I Do,Soul for Real,https://www.youtube.com/watch?v=6ihhJCPYHuk,Pop,Electronic,Rock
1995,46,Before I Let You Go,Blackstreet,https://www.youtube.com/watch?v=zw1EQKmko6M,Pop,Rock,Spoken
1995,47,Big Poppa,,https://www.youtube.com/watch?v=phaJXp_zMYM,Spoken,Pop,Rock
1995,48,Sukiyaki,4 P.M.,https://www.youtube.com/watch?v=pSYS7cPc3nE,Pop,Rock,Folk
1995,49,I Wanna Be Down,,https://www.youtube.com/watch?v=PzpLkcfBe-A,Pop,Electronic,Instrumental
1995,50,I'll Make Love to You,,https://www.youtube.com/watch?v=fV8vB1BB2qc,Pop,Rock,Electronic
1996,1,Macarena,Los del Río,https://www.youtube.com/watch?v=JjDXzzx46KY,Electronic,Hip-Hop,Rock
1996,2,One Sweet Day,"Mariah Carey,Boyz II Men,",https://www.youtube.com/watch?v=UXxRyNvTPr8,Pop,Rock,Blues
1996,3,Because You Loved Me,Celine Dion,https://www.youtube.com/watch?v=fpl4if07ics,Jazz,Pop,Folk
1996,4,Nobody Knows,The Tony Rich Project,https://www.youtube.com/watch?v=W7EyUY3-Wrg,Electronic,Pop,Rock
1996,5,Always Be My Baby,Mariah Carey,https://www.youtube.com/watch?v=LfRNRymrv9k,Jazz,Pop,Electronic
1996,6,Give Me One Reason,Tracy Chapman,https://www.youtube.com/watch?v=V6hQ9HSKlIE,Pop,Folk,Rock
1996,7,Tha Crossroads,Bone Thugs-n-Harmony,https://www.youtube.com/watch?v=VMYAEHE2GrM,Electronic,Pop,Instrumental
1996,8,I Love You Always Forever,Donna Lewis,https://www.youtube.com/watch?v=SqdWTeXWvOg,Pop,Jazz,Folk
1996,9,You're Makin' Me High,"Let It Flow,Toni Braxton,",https://www.youtube.com/watch?v=wIgOL21S98o,Electronic,Jazz,Instrumental
1996,10,Twisted,Keith Sweat,https://www.youtube.com/watch?v=CIGmG-RoX0Q,Electronic,Instrumental,Spoken
1996,11,C'mon N' Ride It (The Train),Quad City DJ's,https://www.youtube.com/watch?v=D53M1vVF2N4,Electronic,Hip-Hop,Pop
1996,12,Missing,Everything but the Girl,https://www.youtube.com/watch?v=U56Ns66Qrb8,Pop,Electronic,Instrumental
1996,13,Ironic,Alanis Morissette,https://www.youtube.com/watch?v=Jne9t8sHpUc,Pop,Folk,Rock
1996,14,Exhale (Shoop Shoop),Whitney Houston,https://www.youtube.com/watch?v=wrTuV4Szxzo,Jazz,Rock,Country
1996,15,Follow You Down,"Til I Hear It from You,Gin Blossoms,",https://www.youtube.com/watch?v=5LuH0ywYVQc,Rock,Pop,Folk
1996,16,Sittin' Up in My Room,Brandy,https://www.youtube.com/watch?v=yge2PqEZZJo,Jazz,Pop,Electronic
1996,17,How Do U Want It,"California Love,2Pac,K-Ci and JoJo,Dr. Dre,Roger Troutman,",https://www.youtube.com/watch?v=jB4t4-4xHPA,Pop,Electronic,Rock
1996,18,It's All Coming Back to Me Now,Celine Dion,https://www.youtube.com/watch?v=j8fHNdrZTSI,Pop,Jazz,Folk
1996,19,Change the World,Eric Clapton,https://www.youtube.com/watch?v=nndb5z7ZAn4,Jazz,Rock,Pop
1996,20,Hey Lover,LL Cool J,https://www.youtube.com/watch?v=Um99r6sgspY,Electronic,Hip-Hop,Pop
1996,21,Loungin,LL Cool J,https://www.youtube.com/watch?v=QwqBr8HXhyw,Pop,Instrumental,Rock
1996,22,Insensitive,Jann Arden,https://www.youtube.com/watch?v=-nrGWwHalCU,Folk,Pop,Jazz
1996,23,Be My Lover,La Bouche,https://www.youtube.com/watch?v=ydd9Dn3bJlI,Electronic,Pop,Rock
1996,24,Name,Goo Goo Dolls,https://www.youtube.com/watch?v=8grF93Qe9Lk,Rock,Pop,Electronic
1996,25,Who Will Save Your Soul,Jewel,https://www.youtube.com/watch?v=0wBDDAZkNtk,Jazz,Pop,Folk
1996,26,Where Do You Go,No Mercy,https://www.youtube.com/watch?v=Yt-KMPvgKPo,,,
1996,27,I Can't Sleep Baby (If I),R. Kelly,https://www.youtube.com/watch?v=shTPIk_CBFo,Electronic,Jazz,Instrumental
1996,28,Counting Blue Cars,Dishwalla,https://www.youtube.com/watch?v=Clxtg2pFTQM,Pop,Rock,Folk
1996,29,You Learn,"You Oughta Know,Alanis Morissette,",https://www.youtube.com/watch?v=9DJTSAyGunM,Rock,Pop,Folk
1996,30,One of Us,Joan Osborne,https://www.youtube.com/watch?v=aDdOnl0bHO4,Rock,Pop,Blues
1996,31,Wonder,Natalie Merchant,https://www.youtube.com/watch?v=6zpYFAzhAZY,Pop,Rock,Spoken
1996,32,Not Gon' Cry,Mary J. Blige,https://www.youtube.com/watch?v=WiM3bGcXYxk,Pop,Folk,Rock
1996,33,Gangsta's Paradise,"Coolio,L.V.,",https://www.youtube.com/watch?v=6-IRnDofg6Y,Rock,Electronic,Pop
1996,34,Only You,"112,The Notorious B.I.G.,",https://www.youtube.com/watch?v=GVOqbskGeBs,Pop,Rock,Electronic
1996,35,Down Low (Nobody Has to Know),"R. Kelly,Ronald Isley,",https://www.youtube.com/watch?v=JO79pSsDbGk,Electronic,Pop,Rock
1996,36,You're the One,SWV,https://www.youtube.com/watch?v=g98E2nLF5xI,Electronic,Pop,Jazz
1996,37,Sweet Dreams,La Bouche,https://www.youtube.com/watch?v=b9McVO9hpUE,Pop,Electronic,Rock
1996,38,Before You Walk Out of My Life,"Like This and Like That,Monica,",https://www.youtube.com/watch?v=Ptiz0KtR16E,Pop,Jazz,Electronic
1996,39,Breakfast at Tiffany's,Deep Blue Something,https://www.youtube.com/watch?v=1ClCpfeIELw,Pop,Rock,Folk
1996,40,"1, 2, 3, 4 (Sumpin' New)",Coolio,https://www.youtube.com/watch?v=E2KRH27aWcU,Electronic,Rock,Instrumental
1996,41,The World I Know,Collective Soul,https://www.youtube.com/watch?v=n7TLTjqUyog,Rock,Jazz,Electronic
1996,42,No Diggity,"Blackstreet,Dr. Dre,",https://www.youtube.com/watch?v=3KL9mRus19o,Spoken,Rock,Pop
1996,43,Anything,3T,https://www.youtube.com/watch?v=EBoX-wYhs-U,Pop,Jazz,Rock
1996,44,1979,The Smashing Pumpkins,https://www.youtube.com/watch?v=4aeETEoNfOg,Pop,Rock,Folk
1996,45,Diggin' on You,TLC,https://www.youtube.com/watch?v=tReIHIDX354,Jazz,Rock,Pop
1996,46,Why I Love You So Much,"Ain't Nobody,Monica,",https://www.youtube.com/watch?v=qFRCPLAvxnM,Pop,Rock,Electronic
1996,47,Total,,https://www.youtube.com/watch?v=oA_-_2DejuU,Pop,Spoken,Rock
1996,48,Count on Me,"Whitney Houston,CeCe Winans,",https://www.youtube.com/watch?v=ae2iX6vZCoM,Pop,Rock,Jazz
1996,49,Fantasy,Mariah Carey,https://www.youtube.com/watch?v=ZtGtzdDRGyc,Jazz,Electronic,Instrumental
1996,50,Time,Hootie & the Blowfish,https://www.youtube.com/watch?v=cGwjpWn7Lx0,Pop,Rock,Electronic
1997,1,Candle in the Wind 1997,"Something About the Way You Look Tonight,Elton John,",https://www.youtube.com/watch?v=V0PKcKbjlKg,Spoken,Folk,Pop
1997,2,You Were Meant for Me,"Foolish Games,Jewel,",https://www.youtube.com/watch?v=jc-IvIy0UUs,Instrumental,Spoken,Jazz
1997,3,I'll Be Missing You,"Puff Daddy,Faith Evans,112,",https://www.youtube.com/watch?v=NKMtZm2YuBE,Rock,Folk,Country
1997,4,Un-Break My Heart,Toni Braxton,https://www.youtube.com/watch?v=p2Rch6WvPJE,Jazz,Pop,Folk
1997,5,Can't Nobody Hold Me Down,"Puff Daddy,Mase,",https://www.youtube.com/watch?v=0zXis84Pi24,Electronic,Spoken,Hip-Hop
1997,6,I Believe I Can Fly,R. Kelly,https://www.youtube.com/watch?v=OvhrsWJcKMk,Pop,Rock,Instrumental
1997,7,Don't Let Go (Love),En Vogue,https://www.youtube.com/watch?v=mwhwGmoYv1s,Jazz,Classical,Pop
1997,8,Return of the Mack,Mark Morrison,https://www.youtube.com/watch?v=uB1D9wWxd2w,Electronic,Rock,Pop
1997,9,How Do I Live,LeAnn Rimes,https://www.youtube.com/watch?v=MUFasKZcH_c,Jazz,Classical,Pop
1997,10,Wannabe,Spice Girls,https://www.youtube.com/watch?v=gJLIiF15wjQ,Pop,Electronic,Spoken
1997,11,Quit Playing Games (With My Heart),Backstreet Boys,https://www.youtube.com/watch?v=Ug88HO2mg44,Electronic,Pop,Instrumental
1997,12,MMMBop,Hanson,https://www.youtube.com/watch?v=NHozn0YXAeE,Rock,Jazz,Instrumental
1997,13,For You I Will,Monica,https://www.youtube.com/watch?v=qWHCNieTMg8,Jazz,Electronic,Instrumental
1997,14,You Make Me Wanna...,Usher,https://www.youtube.com/watch?v=bQRzrnH6_HY,Jazz,Pop,Spoken
1997,15,Bitch,Meredith Brooks,https://www.youtube.com/watch?v=_ivt_N2Zcts,Rock,Electronic,Jazz
1997,16,Nobody,"Keith Sweat,Athena Cage,",https://www.youtube.com/watch?v=rcm9gwinug4,Spoken,Electronic,Pop
1997,17,Semi-Charmed Life,Third Eye Blind,https://www.youtube.com/watch?v=beINamVRGy4,Pop,Rock,Folk
1997,18,Barely Breathing,Duncan Sheik,https://www.youtube.com/watch?v=A-oh-tP6RvA,Pop,Rock,Folk
1997,19,Hard to Say I'm Sorry,"Az Yet,Peter Cetera,",https://www.youtube.com/watch?v=qpzPrSRQwTw,Jazz,Rock,Classical
1997,20,Mo Money Mo Problems,"The Notorious B.I.G.,Puff Daddy,Mase,",https://www.youtube.com/watch?v=gUhRKVIjJtw,Spoken,Electronic,Pop
1997,21,The Freshmen,The Verve Pipe,https://www.youtube.com/watch?v=1umEXpGHc0E,Pop,Rock,Folk
1997,22,I Want You,Savage Garden,https://www.youtube.com/watch?v=HQt6jIKNwgU,Pop,Rock,Electronic
1997,23,No Diggity,"Blackstreet,Dr. Dre,",https://www.youtube.com/watch?v=3KL9mRus19o,Spoken,Rock,Pop
1997,24,I Belong to You (Every Time I See Your Face),Rome,https://www.youtube.com/watch?v=eHlDTe_b6bA,Rock,Electronic,Instrumental
1997,25,Hypnotize,The Notorious B.I.G.,https://www.youtube.com/watch?v=glEiPXAYE-U,Electronic,Pop,Rock
1997,26,Every Time I Close My Eyes,Babyface,https://www.youtube.com/watch?v=GbrSO81KhBY,Pop,Rock,Jazz
1997,27,In My Bed,Dru Hill,https://www.youtube.com/watch?v=NR_Wh4IZ2Wc,Rock,Jazz,Pop
1997,28,Say You'll Be There,Spice Girls,https://www.youtube.com/watch?v=YhUkpiaKtaA,Pop,Rock,Electronic
1997,29,Do You Know (What It Takes),Robyn,https://www.youtube.com/watch?v=z4n6ymEMQmk,Pop,Spoken,Rock
1997,30,4 Seasons of Loneliness,Boyz II Men,https://www.youtube.com/watch?v=fUSOZAgl95A,Jazz,Rock,Pop
1997,31,G.H.E.T.T.O.U.T.,Changing Faces,https://www.youtube.com/watch?v=sJgI6sRFkP0,Pop,Electronic,Instrumental
1997,32,Honey,Mariah Carey,https://www.youtube.com/watch?v=w3KOowB4k_k,Spoken,Electronic,Pop
1997,33,I Believe in You and Me,Whitney Houston,https://www.youtube.com/watch?v=kFa53KEUlNI,Spoken,Jazz,Classical
1997,34,Da' Dip,Freak Nasty,https://www.youtube.com/watch?v=c_tjqWwGjUw,Hip-Hop,Electronic,Rock
1997,35,2 Become 1,Spice Girls,https://www.youtube.com/watch?v=FA5jsa1lR9c,Rock,Jazz,Instrumental
1997,36,All for You,Sister Hazel,https://www.youtube.com/watch?v=f46ulX6uwGc,Electronic,Rock,Pop
1997,37,Cupid,112,https://www.youtube.com/watch?v=8dtzMPApA4M,Spoken,Jazz,Pop
1997,38,Where Have All the Cowboys Gone?,Paula Cole,https://www.youtube.com/watch?v=bUmKUWzbDxg,Pop,Spoken,Rock
1997,39,Sunny Came Home,Shawn Colvin,https://www.youtube.com/watch?v=qfKKBDFCiIA,Rock,Pop,Jazz
1997,40,It's Your Love,"Tim McGraw,Faith Hill,",https://www.youtube.com/watch?v=2AJ4i4S_fP8,Rock,Folk,Pop
1997,41,Ooh Aah... Just a Little Bit,Gina G,https://www.youtube.com/watch?v=KiLw45oAuD0,Rock,Jazz,Instrumental
1997,42,Mouth,Merril Bainbridge,https://www.youtube.com/watch?v=JCO92__Zn-8,Rock,Pop,Spoken
1997,43,All Cried Out,"Allure,112,",https://www.youtube.com/watch?v=D2_A3Ia-69U,Rock,Pop,Instrumental
1997,44,I'm Still in Love with You,New Edition,https://www.youtube.com/watch?v=RT1MAzyUkJE,Pop,Electronic,Jazz
1997,45,Invisible Man,98 Degrees,https://www.youtube.com/watch?v=PvLPcRYRQIQ,Electronic,Instrumental,Pop
1997,46,Not Tonight,"Lil' Kim,Da Brat,Left Eye,Missy Elliott,Angie Martinez,",https://www.youtube.com/watch?v=2StcXjwrGHY,Electronic,Hip-Hop,Pop
1997,47,Look into My Eyes,Bone Thugs-n-Harmony,https://www.youtube.com/watch?v=YcbdX34ygIU,Pop,Spoken,Rock
1997,48,Get It Together,702,https://www.youtube.com/watch?v=LdpQfyJFu9A,Jazz,Electronic,Pop
1997,49,All by Myself,Celine Dion,https://www.youtube.com/watch?v=ihVoHCDV8ik,Pop,Folk,Spoken
1997,50,It's All Coming Back to Me Now,Celine Dion,https://www.youtube.com/watch?v=5tssntv9_UE,Spoken,Electronic,Instrumental
1998,1,Too Close,Next,https://www.youtube.com/watch?v=kwEZRPkAAu8,Rock,Pop,Instrumental
1998,2,The Boy Is Mine,"Brandy,Monica,",https://www.youtube.com/watch?v=qSIOp_K5GMw,Pop,Jazz,Electronic
1998,3,You're Still the One,Shania Twain,https://www.youtube.com/watch?v=KNZH-emehxA,Jazz,Rock,Pop
1998,4,Truly Madly Deeply,Savage Garden,https://www.youtube.com/watch?v=WQnAxOQxQIU,Pop,Rock,Electronic
1998,5,How Do I Live,LeAnn Rimes,https://www.youtube.com/watch?v=MUFasKZcH_c,Jazz,Classical,Pop
1998,6,Together Again,Janet,https://www.youtube.com/watch?v=7SXKHiPQPhk,Jazz,Pop,Electronic
1998,7,All My Life,K-Ci & JoJo,https://www.youtube.com/watch?v=DXvMT_mVbqw,Electronic,Jazz,Rock
1998,8,Candle in the Wind 1997,"Something About the Way You Look Tonight,Elton John,",https://www.youtube.com/watch?v=sxb0GeS4gL8,Folk,Country,Pop
1998,9,Nice & Slow,Usher,https://www.youtube.com/watch?v=DIpQ4AZSAf8,Spoken,Pop,Electronic
1998,10,I Don't Want to Wait,Paula Cole,https://www.youtube.com/watch?v=L_dVEtLPdDE,Pop,Jazz,Rock
1998,11,How's It Going to Be,Third Eye Blind,https://www.youtube.com/watch?v=rE1oIhSgTgI,Rock,Pop,Electronic
1998,12,"No, No, No",Destiny's Child,https://www.youtube.com/watch?v=-0wbtk6_vpE,Jazz,Spoken,Classical
1998,13,My Heart Will Go On,Celine Dion,https://www.youtube.com/watch?v=bf-HGyke89Y,Jazz,Pop,Rock
1998,14,Gettin' Jiggy wit It,Will Smith,https://www.youtube.com/watch?v=3JcmQONgXJM,Rock,Spoken,Pop
1998,15,You Make Me Wanna...,Usher,https://www.youtube.com/watch?v=bQRzrnH6_HY,Jazz,Pop,Spoken
1998,16,My Way,Usher,https://www.youtube.com/watch?v=Zpb_7MsBlYY,Pop,Electronic,Rock
1998,17,My All,Mariah Carey,https://www.youtube.com/watch?v=mIhI23gBBPQ,Spoken,Pop,Rock
1998,18,The First Night,Monica,https://www.youtube.com/watch?v=6ukpv2oN51o,Pop,Electronic,Rock
1998,19,Been Around the World,"Puff Daddy,The Notorious B.I.G.,Mase,",https://www.youtube.com/watch?v=fI03tzsrxWY,Rock,Instrumental,Pop
1998,20,Adia,Sarah McLachlan,https://www.youtube.com/watch?v=6lG0_lR5tjc,Instrumental,Rock,Folk
1998,21,Crush,Jennifer Paige,https://www.youtube.com/watch?v=EIhSnaqou0I,Pop,Rock,Jazz
1998,22,Everybody (Backstreet's Back),Backstreet Boys,https://www.youtube.com/watch?v=hvyogZup8h0,Electronic,Pop,Spoken
1998,23,I Don't Want to Miss a Thing,Aerosmith,https://www.youtube.com/watch?v=JkK8g6FMEXE,Rock,Pop,Folk
1998,24,Body Bumpin' (Yippie-Yi-Yo),Public Announcement,https://www.youtube.com/watch?v=gHCnHFcVZzU,Country,Pop,Rock
1998,25,This Kiss,Faith Hill,https://www.youtube.com/watch?v=dls_cBmUt7Q,Pop,Rock,Folk
1998,26,I Don't Ever Want to See You Again,Uncle Sam,https://www.youtube.com/watch?v=OWasrUYMHgo,Jazz,Rock,Pop
1998,27,Let's Ride,"Montell Jordan,Master P,Silkk the Shocker,",https://www.youtube.com/watch?v=-dDEZ3kKh00,Hip-Hop,Electronic,Pop
1998,28,Sex and Candy,Marcy Playground,https://www.youtube.com/watch?v=-KT-r2vHeMM,Pop,Spoken,Rock
1998,29,Show Me Love,Robyn,https://www.youtube.com/watch?v=bhWEI6-_w9E,Pop,Electronic,Jazz
1998,30,A Song for Mama,Boyz II Men,https://www.youtube.com/watch?v=ooAGkSqj1mo,Instrumental,Rock,Jazz
1998,31,What You Want,"Mase,Total,",https://www.youtube.com/watch?v=5Whe1GUjtKE,Electronic,Pop,Spoken
1998,32,Frozen,Madonna,https://www.youtube.com/watch?v=Wr9bb3zmuII,Electronic,Classical,Instrumental
1998,33,Gone till November,Wyclef Jean,https://www.youtube.com/watch?v=kI6MWZrl8v8,Rock,Pop,Classical
1998,34,My Body,LSG,https://www.youtube.com/watch?v=IGUsIl3u_eQ,Electronic,Pop,Rock
1998,35,Tubthumping,Chumbawamba,https://www.youtube.com/watch?v=zxnx0I7iCIU,Rock,Pop,Hip-Hop
1998,36,Deja Vu (Uptown Baby),Lord Tariq and Peter Gunz,https://www.youtube.com/watch?v=mVnoNpncfh0,Spoken,Electronic,Rock
1998,37,I Want You Back,'N Sync,https://www.youtube.com/watch?v=is6gtilerPk,Pop,Electronic,Rock
1998,38,When the Lights Go Out,Five,https://www.youtube.com/watch?v=mpdcKmaHk_s,Pop,Rock,Spoken
1998,39,They Don't Know,Jon B.,https://www.youtube.com/watch?v=y5pD4nBabMk,,,
1998,40,Make 'Em Say Uhh!,"Master P,Fiend,Silkk the Shocker,Mia X,Mystikal,",https://www.youtube.com/watch?v=h1fBYUWxaKQ,Electronic,Hip-Hop,Rock
1998,41,Make It Hot,"Nicole,Missy Elliott,",https://www.youtube.com/watch?v=nLGnEJvtwHE,Electronic,Pop,Instrumental
1998,42,Never Ever,All Saints,https://www.youtube.com/watch?v=nPXqkjpXZ_k,Electronic,Jazz,Pop
1998,43,I Get Lonely,"Janet,Blackstreet,",https://www.youtube.com/watch?v=_jMXyDB0Tso,Jazz,Rock,Pop
1998,44,Feel So Good,Mase,https://www.youtube.com/watch?v=0CuO2ZpqkBM,Pop,Rock,Electronic
1998,45,Say It,Voices of Theory,https://www.youtube.com/watch?v=orx1-cR-l38,Pop,Electronic,Spoken
1998,46,Kiss the Rain,Billie Myers,https://www.youtube.com/watch?v=Kq-r4ZUpels,Jazz,Rock,Electronic
1998,47,Come with Me,"Puff Daddy,Jimmy Page,",https://www.youtube.com/watch?v=vrSyrOaoAug,Instrumental,Rock,Electronic
1998,48,Romeo and Juliet,Sylk-E. Fyne,https://www.youtube.com/watch?v=28R3WMZOvuo,Electronic,Hip-Hop,Instrumental
1998,49,It's All About Me,"Mýa,Sisqo,",https://www.youtube.com/watch?v=WzfLg2Bwk4I,Jazz,Pop,Electronic
1998,50,I Will Come to You,Hanson,https://www.youtube.com/watch?v=1rsWf09_PmI,Jazz,Rock,Pop
1999,1,Believe,Cher,https://www.youtube.com/watch?v=f4i2EUZWQnM,Rock,Pop,Electronic
1999,2,No Scrubs,TLC,https://www.youtube.com/watch?v=FrLequ6dUdM,Electronic,Pop,Jazz
1999,3,Angel of Mine,Monica,https://www.youtube.com/watch?v=3eOuK-pYhy4,Jazz,Rock,Pop
1999,4,Heartbreak Hotel,"Whitney Houston,Faith Evans,Kelly Price,",https://www.youtube.com/watch?v=xEmdW3_bi4c,Pop,Jazz,Rock
1999,5,...Baby One More Time,Britney Spears,https://www.youtube.com/watch?v=C-u5WLJ9Yk4,Electronic,Jazz,Pop
1999,6,Kiss Me,Sixpence None the Richer,https://www.youtube.com/watch?v=hII0JXUJNDo,Rock,Pop,Instrumental
1999,7,Genie in a Bottle,Christina Aguilera,https://www.youtube.com/watch?v=kIDWgqDBNXA,Electronic,Pop,Spoken
1999,8,Every Morning,Sugar Ray,https://www.youtube.com/watch?v=aAboC8Vn-t0,Electronic,Pop,Spoken
1999,9,Nobody's Supposed to Be Here,Deborah Cox,https://www.youtube.com/watch?v=H947PtHmh0Y,Pop,Rock,Jazz
1999,10,Livin' la Vida Loca,Ricky Martin,https://www.youtube.com/watch?v=p47fEXGabaY,Rock,Country,Pop
1999,11,Where My Girls At?,702,https://www.youtube.com/watch?v=3lO5eGEnyRA,Electronic,Spoken,Pop
1999,12,If You Had My Love,Jennifer Lopez,https://www.youtube.com/watch?v=lYfkl-HXfuU,Jazz,Pop,Rock
1999,13,Slide,Goo Goo Dolls,https://www.youtube.com/watch?v=1I1AGPCrdDU,Rock,Instrumental,Pop
1999,14,Have You Ever?,Brandy,https://www.youtube.com/watch?v=Xkj1An6Wnec,Jazz,Pop,Spoken
1999,15,I Want It That Way,Backstreet Boys,https://www.youtube.com/watch?v=4fndeDfaWCg,Pop,Rock,Spoken
1999,16,I'm Your Angel,"R. Kelly,Celine Dion,",https://www.youtube.com/watch?v=e0z7PyuipBA,Jazz,Pop,Spoken
1999,17,All Star,Smash Mouth,https://www.youtube.com/watch?v=8ay_BkRuv-o,Pop,Rock,Spoken
1999,18,Angel,Sarah McLachlan,https://www.youtube.com/watch?v=PVp4kXAVW7k,Electronic,Rock,Pop
1999,19,Smooth,"Santana,Rob Thomas,",https://www.youtube.com/watch?v=6Whgn_iE5uc,Rock,Pop,Jazz
1999,20,Unpretty,TLC,https://www.youtube.com/watch?v=g2gy1Evb1Kg,Pop,Rock,Electronic
1999,21,"Bills, Bills, Bills",Destiny's Child,https://www.youtube.com/watch?v=NiF6-0UTqtc,Jazz,Pop,Spoken
1999,22,Save Tonight,Eagle-Eye Cherry,https://www.youtube.com/watch?v=Nntd2fgMUYw,Rock,Pop,Instrumental
1999,23,Last Kiss,Pearl Jam,https://www.youtube.com/watch?v=tNDWJ_KDkAc,Pop,Rock,Folk
1999,24,Fortunate,Maxwell,https://www.youtube.com/watch?v=DroSaIwIlzw,Electronic,Jazz,Instrumental
1999,25,All I Have to Give,Backstreet Boys,https://www.youtube.com/watch?v=pj6FCKm8dhM,Jazz,Rock,Pop
1999,26,Bailamos,Enrique Iglesias,https://www.youtube.com/watch?v=5sye_VxmNZA,Pop,Rock,Electronic
1999,27,What's It Gonna Be?!,"Busta Rhymes,Janet,",https://www.youtube.com/watch?v=hUxN0K1ykNo,Electronic,Pop,Rock
1999,28,What It's Like,Everlast,https://www.youtube.com/watch?v=WXF-s-v7Gms,Pop,Rock,Electronic
1999,29,Fly Away,Lenny Kravitz,https://www.youtube.com/watch?v=EvuL5jyCHOw,Rock,Pop,Spoken
1999,30,Someday,Sugar Ray,https://www.youtube.com/watch?v=dPcX-5Tmqt8,Rock,Pop,Instrumental
1999,31,Lately,Divine,https://www.youtube.com/watch?v=0uOzZRgJsX8,Pop,Rock,Jazz
1999,32,That Don't Impress Me Much,Shania Twain,https://www.youtube.com/watch?v=1Rv0aco8Hm0,Rock,Instrumental,Electronic
1999,33,Wild Wild West,"Will Smith,Dru Hill,Kool Moe Dee,",https://www.youtube.com/watch?v=_zXKtfKnfT8,Electronic,Pop,Rock
1999,34,Scar Tissue,Red Hot Chili Peppers,https://www.youtube.com/watch?v=mzJj5-lubeM,Rock,Jazz,Pop
1999,35,Heartbreaker,"Mariah Carey,Jay-Z,",https://www.youtube.com/watch?v=kMCGvtlL4fw,Jazz,Spoken,Pop
1999,36,I Still Believe,Mariah Carey,https://www.youtube.com/watch?v=OAZG2duVte4,Jazz,Pop,Rock
1999,37,The Hardest Thing,98 Degrees,https://www.youtube.com/watch?v=ZzTNsFcbdmI,Pop,Spoken,Jazz
1999,38,Summer Girls,LFO,https://www.youtube.com/watch?v=NHuGG_FsC20,Electronic,Hip-Hop,Pop
1999,39,Can I Get A...,"Jay-Z,Amil,Ja Rule,",https://www.youtube.com/watch?v=rblt2EtFfC4,Rock,Electronic,Pop
1999,40,Jumper,Third Eye Blind,https://www.youtube.com/watch?v=gRYZijLZR-Q,Pop,Electronic,Rock
1999,41,Doo Wop (That Thing),Lauryn Hill,https://www.youtube.com/watch?v=S9lY1NMXBcE,Jazz,Spoken,Pop
1999,42,Mambo No. 5,Lou Bega,https://www.youtube.com/watch?v=EK_LN3XEcnw,Pop,Rock,Spoken
1999,43,Sweet Lady,Tyrese,https://www.youtube.com/watch?v=gSlLFx2U4qo,Jazz,Electronic,Pop
1999,44,It's Not Right but It's Okay,Whitney Houston,https://www.youtube.com/watch?v=6J538b-OLRU,Pop,Jazz,Electronic
1999,45,(God Must Have Spent) A Little More Time on You,'N Sync,https://www.youtube.com/watch?v=-fxh7jAJR8U,Rock,Folk,Pop
1999,46,Lullaby,Shawn Mullins,https://www.youtube.com/watch?v=hG9C0VwruXE,Rock,Pop,Spoken
1999,47,Anywhere,"112,Lil Zane,",https://www.youtube.com/watch?v=ejtzsZq7A44,Rock,Spoken,Pop
1999,48,Tell Me It's Real,K-Ci & JoJo,https://www.youtube.com/watch?v=41GHAV-HG4U,Jazz,Rock,Electronic
1999,49,Back 2 Good,Matchbox 20,https://www.youtube.com/watch?v=2X5Dr-uFVGw,Rock,Pop,Folk
1999,50,808,Blaque,https://www.youtube.com/watch?v=AmEO4Qp2mFw,Electronic,Pop,Rock
2000,1,Breathe,Faith Hill,https://www.youtube.com/watch?v=yCmsZUN4r_s,Spoken,Classical,Pop
2000,2,Smooth,"Santana,Rob Thomas,",https://www.youtube.com/watch?v=6Whgn_iE5uc,Rock,Pop,Jazz
2000,3,Maria Maria,"Santana,The Product G&B,",https://www.youtube.com/watch?v=nPLV7lGbmT4,Jazz,Electronic,Rock
2000,4,I Wanna Know,Joe,https://www.youtube.com/watch?v=dJ8VjyPw0qY,Jazz,Pop,Rock
2000,5,Everything You Want,Vertical Horizon,https://www.youtube.com/watch?v=rZoD8JEFjAE,,,
2000,6,Say My Name,Destiny's Child,https://www.youtube.com/watch?v=sQgd6MccwZc,Jazz,Pop,Rock
2000,7,I Knew I Loved You,Savage Garden,https://www.youtube.com/watch?v=jjnmICxvoVY,Pop,Jazz,Rock
2000,8,Amazed,Lonestar,https://www.youtube.com/watch?v=x-skFgrV59A,Pop,Rock,Jazz
2000,9,Bent,Matchbox Twenty,https://www.youtube.com/watch?v=969RAKkYESU,Pop,Rock,Folk
2000,10,He Wasn't Man Enough,Toni Braxton,https://www.youtube.com/watch?v=9_hKXk2qSuw,Pop,Jazz,Rock
2000,11,Higher,Creed,https://www.youtube.com/watch?v=BSlUldvRqwE,Electronic,Pop,Rock
2000,12,Try Again,Aaliyah,https://www.youtube.com/watch?v=g72lgml-bIE,Electronic,Pop,Hip-Hop
2000,13,"Jumpin', Jumpin'",Destiny's Child,https://www.youtube.com/watch?v=Vjw92oUduEM,Jazz,Electronic,Pop
2000,14,Thong Song,Sisqó,https://www.youtube.com/watch?v=Oai1V7kaFBk,Spoken,Electronic,Pop
2000,15,Kryptonite,3 Doors Down,https://www.youtube.com/watch?v=xPU8OAjjS4k,Rock,Pop,Folk
